instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,classify_hour,classify_hum,classify_wind
7196,2011-11-01,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114,135,Morning,Ideal,Light Breeze
7197,2011-11-01,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,16,101,117,Morning,Ideal,Light Breeze
7198,2011-11-01,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176,Afternoon,Ideal,Light Breeze
7199,2011-11-01,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194,20,147,167,Afternoon,Ideal,Gentle Breeze
7200,2011-11-01,4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,32,118,150,Afternoon,Ideal,Gentle Breeze
7201,2011-11-01,4,0,11,15,0,2,1,1,0.5,0.4848,0.45,0.1343,38,148,186,Afternoon,Ideal,Light Breeze
7202,2011-11-01,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298,Afternoon,Too Dry,Light Breeze
7203,2011-11-01,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,36,470,506,Afternoon,Ideal,Light Breeze
7204,2011-11-01,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,39,421,460,Evening,Ideal,Light Breeze
7205,2011-11-01,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313,Evening,Ideal,Light Breeze
7206,2011-11-01,4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209,Evening,Too Moist,Calm
7207,2011-11-01,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0.0,13,114,127,Evening,Too Moist,Calm
7208,2011-11-01,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,5,91,96,Evening,Too Moist,Calm
7209,2011-11-01,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0.0,11,61,72,Evening,Too Moist,Calm
7210,2011-11-02,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0.0,0,19,19,Night,Too Moist,Calm
7211,2011-11-02,4,0,11,1,0,3,1,1,0.3,0.3333,0.87,0.0,2,8,10,Night,Too Moist,Calm
7212,2011-11-02,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0.0,0,2,2,Night,Too Moist,Calm
7213,2011-11-02,4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,0,2,2,Night,Too Moist,Calm
7214,2011-11-02,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,0,4,4,Night,Too Moist,Calm
7215,2011-11-02,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0.0,0,27,27,Night,Too Moist,Calm
7216,2011-11-02,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,1,91,92,Morning,Too Moist,Calm
7217,2011-11-02,4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,11,240,251,Morning,Too Moist,Calm
7218,2011-11-02,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,20,452,472,Morning,Too Moist,Calm
7219,2011-11-02,4,0,11,9,0,3,1,1,0.34,0.3636,0.87,0.0,15,213,228,Morning,Too Moist,Calm
7220,2011-11-02,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108,133,Morning,Too Moist,Light Breeze
7221,2011-11-02,4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,27,117,144,Morning,Too Moist,Light Breeze
7222,2011-11-02,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,32,157,189,Afternoon,Ideal,Light Breeze
7223,2011-11-02,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,22,139,161,Afternoon,Ideal,Light Breeze
7224,2011-11-02,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,40,132,172,Afternoon,Ideal,Light Breeze
7225,2011-11-02,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,26,161,187,Afternoon,Ideal,Light Breeze
7226,2011-11-02,4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,35,231,266,Afternoon,Ideal,Light Breeze
7227,2011-11-02,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,30,523,553,Afternoon,Ideal,Gentle Breeze
7228,2011-11-02,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,31,448,479,Evening,Too Moist,Light Breeze
7229,2011-11-02,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,25,257,282,Evening,Too Moist,Light Breeze
7230,2011-11-02,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,182,Evening,Too Moist,Light Breeze
7231,2011-11-02,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,13,155,168,Evening,Too Moist,Light Breeze
7232,2011-11-02,4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,7,99,106,Evening,Too Moist,Light Breeze
7233,2011-11-02,4,0,11,23,0,3,1,1,0.36,0.3636,0.76,0.0896,3,54,57,Evening,Too Moist,Light Breeze
7234,2011-11-03,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,3,28,31,Night,Too Moist,Light Breeze
7235,2011-11-03,4,0,11,1,0,4,1,1,0.34,0.3333,0.81,0.1343,3,12,15,Night,Too Moist,Light Breeze
7236,2011-11-03,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,2,5,7,Night,Too Moist,Light Breeze
7237,2011-11-03,4,0,11,3,0,4,1,1,0.34,0.3333,0.81,0.1343,1,4,5,Night,Too Moist,Light Breeze
7238,2011-11-03,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,1,3,4,Night,Too Moist,Light Breeze
7239,2011-11-03,4,0,11,5,0,4,1,1,0.32,0.3333,0.81,0.1343,1,27,28,Night,Too Moist,Light Breeze
7240,2011-11-03,4,0,11,6,0,4,1,1,0.34,0.3333,0.76,0.194,3,96,99,Morning,Too Moist,Gentle Breeze
7241,2011-11-03,4,0,11,7,0,4,1,2,0.32,0.3333,0.81,0.0896,12,280,292,Morning,Too Moist,Light Breeze
7242,2011-11-03,4,0,11,8,0,4,1,2,0.34,0.3485,0.81,0.0896,8,394,402,Morning,Too Moist,Light Breeze
7243,2011-11-03,4,0,11,9,0,4,1,2,0.36,0.3485,0.81,0.194,9,155,164,Morning,Too Moist,Gentle Breeze
7244,2011-11-03,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,12,98,110,Morning,Too Moist,Gentle Breeze
7245,2011-11-03,4,0,11,11,0,4,1,1,0.44,0.4394,0.67,0.194,12,108,120,Morning,Too Moist,Gentle Breeze
7246,2011-11-03,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194,17,162,179,Afternoon,Ideal,Gentle Breeze
7247,2011-11-03,4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,19,150,169,Afternoon,Ideal,Gentle Breeze
7248,2011-11-03,4,0,11,14,0,4,1,1,0.52,0.5,0.52,0.1642,32,120,152,Afternoon,Ideal,Light Breeze
7249,2011-11-03,4,0,11,15,0,4,1,1,0.52,0.5,0.52,0.1642,24,138,162,Afternoon,Ideal,Light Breeze
7250,2011-11-03,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.194,33,234,267,Afternoon,Ideal,Gentle Breeze
7251,2011-11-03,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,33,465,498,Afternoon,Ideal,Light Breeze
7252,2011-11-03,4,0,11,18,0,4,1,1,0.46,0.4545,0.63,0.1343,24,409,433,Evening,Ideal,Light Breeze
7253,2011-11-03,4,0,11,19,0,4,1,1,0.44,0.4394,0.67,0.0896,18,234,252,Evening,Too Moist,Light Breeze
7254,2011-11-03,4,0,11,20,0,4,1,1,0.42,0.4242,0.71,0.1045,11,198,209,Evening,Too Moist,Light Breeze
7255,2011-11-03,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,4,140,144,Evening,Too Moist,Light Breeze
7256,2011-11-03,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0.0,21,116,137,Evening,Too Moist,Calm
7257,2011-11-03,4,0,11,23,0,4,1,1,0.4,0.4091,0.82,0.0896,15,80,95,Evening,Too Moist,Light Breeze
7258,2011-11-04,4,0,11,0,0,5,1,2,0.4,0.4091,0.82,0.0,11,32,43,Night,Too Moist,Calm
7259,2011-11-04,4,0,11,1,0,5,1,2,0.4,0.4091,0.82,0.0,1,16,17,Night,Too Moist,Calm
7260,2011-11-04,4,0,11,2,0,5,1,2,0.4,0.4091,0.76,0.0,2,8,10,Night,Too Moist,Calm
7261,2011-11-04,4,0,11,3,0,5,1,2,0.38,0.3939,0.87,0.1642,1,7,8,Night,Too Moist,Light Breeze
7262,2011-11-04,4,0,11,4,0,5,1,2,0.38,0.3939,0.87,0.0896,1,6,7,Night,Too Moist,Light Breeze
7263,2011-11-04,4,0,11,5,0,5,1,2,0.38,0.3939,0.87,0.0,0,23,23,Night,Too Moist,Calm
7264,2011-11-04,4,0,11,6,0,5,1,2,0.38,0.3939,0.87,0.0896,2,64,66,Morning,Too Moist,Light Breeze
7265,2011-11-04,4,0,11,7,0,5,1,2,0.4,0.4091,0.86,0.2239,10,235,245,Morning,Too Moist,Gentle Breeze
7266,2011-11-04,4,0,11,8,0,5,1,2,0.4,0.4091,0.87,0.3582,8,387,395,Morning,Too Moist,Moderate Breeze
7267,2011-11-04,4,0,11,9,0,5,1,2,0.42,0.4242,0.71,0.4627,15,239,254,Morning,Too Moist,Fresh Breeze
7268,2011-11-04,4,0,11,10,0,5,1,2,0.42,0.4242,0.71,0.3284,19,115,134,Morning,Too Moist,Moderate Breeze
7269,2011-11-04,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,34,128,162,Morning,Too Moist,Fresh Breeze
7270,2011-11-04,4,0,11,12,0,5,1,2,0.48,0.4697,0.55,0.4925,44,153,197,Afternoon,Ideal,Fresh Breeze
7271,2011-11-04,4,0,11,13,0,5,1,1,0.44,0.4394,0.51,0.4179,33,161,194,Afternoon,Ideal,Moderate Breeze
7272,2011-11-04,4,0,11,14,0,5,1,1,0.44,0.4394,0.47,0.2985,54,147,201,Afternoon,Ideal,Moderate Breeze
7273,2011-11-04,4,0,11,15,0,5,1,1,0.46,0.4545,0.44,0.3881,45,192,237,Afternoon,Too Dry,Moderate Breeze
7274,2011-11-04,4,0,11,16,0,5,1,1,0.46,0.4545,0.36,0.3881,53,237,290,Afternoon,Too Dry,Moderate Breeze
7275,2011-11-04,4,0,11,17,0,5,1,1,0.42,0.4242,0.38,0.3582,42,438,480,Afternoon,Too Dry,Moderate Breeze
7276,2011-11-04,4,0,11,18,0,5,1,1,0.42,0.4242,0.32,0.4627,35,339,374,Evening,Too Dry,Fresh Breeze
7277,2011-11-04,4,0,11,19,0,5,1,1,0.4,0.4091,0.37,0.3582,14,182,196,Evening,Too Dry,Moderate Breeze
7278,2011-11-04,4,0,11,20,0,5,1,1,0.36,0.3333,0.43,0.2836,15,171,186,Evening,Too Dry,Gentle Breeze
7279,2011-11-04,4,0,11,21,0,5,1,1,0.34,0.3182,0.46,0.2537,8,115,123,Evening,Ideal,Gentle Breeze
7280,2011-11-04,4,0,11,22,0,5,1,1,0.34,0.303,0.46,0.3284,6,109,115,Evening,Ideal,Moderate Breeze
7281,2011-11-04,4,0,11,23,0,5,1,1,0.32,0.303,0.49,0.3284,17,72,89,Evening,Ideal,Moderate Breeze
7282,2011-11-05,4,0,11,0,0,6,0,1,0.32,0.2879,0.45,0.3582,4,48,52,Night,Ideal,Moderate Breeze
7283,2011-11-05,4,0,11,1,0,6,0,1,0.32,0.303,0.45,0.2985,5,57,62,Night,Ideal,Moderate Breeze
7284,2011-11-05,4,0,11,2,0,6,0,1,0.3,0.2727,0.52,0.3284,7,24,31,Night,Ideal,Moderate Breeze
7285,2011-11-05,4,0,11,3,0,6,0,1,0.3,0.2727,0.52,0.2985,0,8,8,Night,Ideal,Moderate Breeze
7286,2011-11-05,4,0,11,4,0,6,0,1,0.28,0.2576,0.56,0.3284,3,5,8,Night,Ideal,Moderate Breeze
7287,2011-11-05,4,0,11,5,0,6,0,1,0.26,0.2273,0.6,0.3284,0,2,2,Night,Ideal,Moderate Breeze
7288,2011-11-05,4,0,11,6,0,6,0,1,0.26,0.2424,0.6,0.2537,3,20,23,Morning,Ideal,Gentle Breeze
7289,2011-11-05,4,0,11,7,0,6,0,1,0.26,0.2424,0.6,0.2836,3,31,34,Morning,Ideal,Gentle Breeze
7290,2011-11-05,4,0,11,8,0,6,0,1,0.28,0.2576,0.56,0.3284,4,80,84,Morning,Ideal,Moderate Breeze
7291,2011-11-05,4,0,11,9,0,6,0,1,0.3,0.2727,0.56,0.2985,30,111,141,Morning,Ideal,Moderate Breeze
7292,2011-11-05,4,0,11,10,0,6,0,1,0.32,0.303,0.53,0.2537,56,171,227,Morning,Ideal,Gentle Breeze
7293,2011-11-05,4,0,11,11,0,6,0,1,0.36,0.3636,0.46,0.1045,69,169,238,Morning,Ideal,Light Breeze
7294,2011-11-05,4,0,11,12,0,6,0,1,0.36,0.3485,0.46,0.1642,137,235,372,Afternoon,Ideal,Light Breeze
7295,2011-11-05,4,0,11,13,0,6,0,1,0.4,0.4091,0.37,0.1045,148,207,355,Afternoon,Too Dry,Light Breeze
7296,2011-11-05,4,0,11,14,0,6,0,1,0.42,0.4242,0.35,0.1343,159,227,386,Afternoon,Too Dry,Light Breeze
7297,2011-11-05,4,0,11,15,0,6,0,1,0.4,0.4091,0.37,0.194,141,202,343,Afternoon,Too Dry,Gentle Breeze
7298,2011-11-05,4,0,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,128,207,335,Afternoon,Too Dry,Gentle Breeze
7299,2011-11-05,4,0,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,100,234,334,Afternoon,Too Dry,Light Breeze
7300,2011-11-05,4,0,11,18,0,6,0,1,0.36,0.3636,0.5,0.0896,52,185,237,Evening,Ideal,Light Breeze
7301,2011-11-05,4,0,11,19,0,6,0,1,0.34,0.3636,0.53,0.0,45,159,204,Evening,Ideal,Calm
7302,2011-11-05,4,0,11,20,0,6,0,1,0.32,0.3485,0.66,0.0,29,136,165,Evening,Too Moist,Calm
7303,2011-11-05,4,0,11,21,0,6,0,1,0.32,0.3485,0.66,0.0,19,99,118,Evening,Too Moist,Calm
7304,2011-11-05,4,0,11,22,0,6,0,1,0.3,0.3333,0.65,0.0,10,72,82,Evening,Ideal,Calm
7305,2011-11-05,4,0,11,23,0,6,0,1,0.28,0.3182,0.7,0.0,4,81,85,Evening,Too Moist,Calm
7306,2011-11-06,4,0,11,0,0,0,0,1,0.28,0.3182,0.75,0.0,10,65,75,Night,Too Moist,Calm
7307,2011-11-06,4,0,11,1,0,0,0,1,0.26,0.303,0.81,0.0,11,104,115,Night,Too Moist,Calm
7308,2011-11-06,4,0,11,2,0,0,0,1,0.26,0.303,0.81,0.0,6,23,29,Night,Too Moist,Calm
7309,2011-11-06,4,0,11,3,0,0,0,1,0.24,0.2879,0.87,0.0,5,4,9,Night,Too Moist,Calm
7310,2011-11-06,4,0,11,4,0,0,0,1,0.24,0.2879,0.87,0.0,0,6,6,Night,Too Moist,Calm
7311,2011-11-06,4,0,11,5,0,0,0,1,0.24,0.2424,0.87,0.1343,0,5,5,Night,Too Moist,Light Breeze
7312,2011-11-06,4,0,11,6,0,0,0,1,0.26,0.2879,0.81,0.0896,5,11,16,Morning,Too Moist,Light Breeze
7313,2011-11-06,4,0,11,7,0,0,0,1,0.26,0.2727,0.87,0.1045,4,24,28,Morning,Too Moist,Light Breeze
7314,2011-11-06,4,0,11,8,0,0,0,2,0.28,0.303,0.87,0.0896,19,71,90,Morning,Too Moist,Light Breeze
7315,2011-11-06,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170,Morning,Too Moist,Light Breeze
7316,2011-11-06,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,76,186,262,Morning,Too Moist,Light Breeze
7317,2011-11-06,4,0,11,11,0,0,0,1,0.42,0.4242,0.58,0.0896,104,216,320,Morning,Ideal,Light Breeze
7318,2011-11-06,4,0,11,12,0,0,0,1,0.44,0.4394,0.54,0.0,120,226,346,Afternoon,Ideal,Calm
7319,2011-11-06,4,0,11,13,0,0,0,1,0.46,0.4545,0.51,0.1642,105,209,314,Afternoon,Ideal,Light Breeze
7320,2011-11-06,4,0,11,14,0,0,0,1,0.46,0.4545,0.55,0.194,101,219,320,Afternoon,Ideal,Gentle Breeze
7321,2011-11-06,4,0,11,15,0,0,0,1,0.48,0.4697,0.51,0.194,96,210,306,Afternoon,Ideal,Gentle Breeze
7322,2011-11-06,4,0,11,16,0,0,0,1,0.46,0.4545,0.55,0.2239,84,263,347,Afternoon,Ideal,Gentle Breeze
7323,2011-11-06,4,0,11,17,0,0,0,1,0.44,0.4394,0.62,0.1642,71,185,256,Afternoon,Ideal,Light Breeze
7324,2011-11-06,4,0,11,18,0,0,0,1,0.42,0.4242,0.71,0.1045,39,146,185,Evening,Too Moist,Light Breeze
7325,2011-11-06,4,0,11,19,0,0,0,1,0.38,0.3939,0.76,0.194,21,130,151,Evening,Too Moist,Gentle Breeze
7326,2011-11-06,4,0,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,16,100,116,Evening,Too Moist,Light Breeze
7327,2011-11-06,4,0,11,21,0,0,0,1,0.36,0.3636,0.81,0.0896,11,77,88,Evening,Too Moist,Light Breeze
7328,2011-11-06,4,0,11,22,0,0,0,1,0.36,0.3788,0.87,0.0,5,40,45,Evening,Too Moist,Calm
7329,2011-11-06,4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896,7,43,50,Evening,Too Moist,Light Breeze
7330,2011-11-07,4,0,11,0,0,1,1,1,0.34,0.3636,0.87,0.0,1,14,15,Night,Too Moist,Calm
7331,2011-11-07,4,0,11,1,0,1,1,1,0.34,0.3636,0.87,0.0,2,6,8,Night,Too Moist,Calm
7332,2011-11-07,4,0,11,2,0,1,1,1,0.32,0.3485,0.93,0.0,0,2,2,Night,Too Moist,Calm
7333,2011-11-07,4,0,11,3,0,1,1,1,0.32,0.3485,0.93,0.0,0,3,3,Night,Too Moist,Calm
7334,2011-11-07,4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0.0,2,4,6,Night,Too Moist,Calm
7335,2011-11-07,4,0,11,5,0,1,1,1,0.3,0.3333,0.93,0.0,1,25,26,Night,Too Moist,Calm
7336,2011-11-07,4,0,11,6,0,1,1,2,0.28,0.3182,0.93,0.0,2,97,99,Morning,Too Moist,Calm
7337,2011-11-07,4,0,11,7,0,1,1,2,0.28,0.3182,0.93,0.0,6,305,311,Morning,Too Moist,Calm
7338,2011-11-07,4,0,11,8,0,1,1,2,0.3,0.3182,1.0,0.0896,13,397,410,Morning,Too Moist,Light Breeze
7339,2011-11-07,4,0,11,9,0,1,1,2,0.34,0.3333,1.0,0.1343,18,156,174,Morning,Too Moist,Light Breeze
7340,2011-11-07,4,0,11,10,0,1,1,1,0.36,0.3485,0.93,0.1343,28,95,123,Morning,Too Moist,Light Breeze
7341,2011-11-07,4,0,11,11,0,1,1,1,0.42,0.4242,0.77,0.1045,28,100,128,Morning,Too Moist,Light Breeze
7342,2011-11-07,4,0,11,12,0,1,1,1,0.46,0.4545,0.67,0.0,21,158,179,Afternoon,Too Moist,Calm
7343,2011-11-07,4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.0896,32,157,189,Afternoon,Ideal,Light Breeze
7344,2011-11-07,4,0,11,14,0,1,1,1,0.56,0.5303,0.37,0.1642,30,115,145,Afternoon,Too Dry,Light Breeze
7345,2011-11-07,4,0,11,15,0,1,1,1,0.56,0.5303,0.37,0.1045,38,132,170,Afternoon,Too Dry,Light Breeze
7346,2011-11-07,4,0,11,16,0,1,1,1,0.52,0.5,0.45,0.0,40,255,295,Afternoon,Ideal,Calm
7347,2011-11-07,4,0,11,17,0,1,1,1,0.5,0.4848,0.45,0.1642,39,489,528,Afternoon,Ideal,Light Breeze
7348,2011-11-07,4,0,11,18,0,1,1,1,0.46,0.4545,0.59,0.1045,18,407,425,Evening,Ideal,Light Breeze
7349,2011-11-07,4,0,11,19,0,1,1,1,0.46,0.4545,0.59,0.0,20,280,300,Evening,Ideal,Calm
7350,2011-11-07,4,0,11,20,0,1,1,1,0.4,0.4091,0.71,0.0,17,187,204,Evening,Too Moist,Calm
7351,2011-11-07,4,0,11,21,0,1,1,1,0.38,0.3939,0.82,0.1045,10,129,139,Evening,Too Moist,Light Breeze
7352,2011-11-07,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,6,102,108,Evening,Too Moist,Light Breeze
7353,2011-11-07,4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896,1,47,48,Evening,Too Moist,Light Breeze
7354,2011-11-08,4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,0,18,18,Night,Too Moist,Light Breeze
7355,2011-11-08,4,0,11,1,0,2,1,1,0.32,0.3333,0.93,0.1045,3,8,11,Night,Too Moist,Light Breeze
7356,2011-11-08,4,0,11,2,0,2,1,1,0.32,0.3485,0.87,0.0,0,1,1,Night,Too Moist,Calm
7357,2011-11-08,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0.0,0,3,3,Night,Too Moist,Calm
7358,2011-11-08,4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0.0,0,4,4,Night,Too Moist,Calm
7359,2011-11-08,4,0,11,5,0,2,1,1,0.3,0.3182,0.87,0.0896,1,17,18,Night,Too Moist,Light Breeze
7360,2011-11-08,4,0,11,6,0,2,1,1,0.3,0.3333,0.87,0.0,3,96,99,Morning,Too Moist,Calm
7361,2011-11-08,4,0,11,7,0,2,1,1,0.3,0.3182,0.87,0.1045,7,316,323,Morning,Too Moist,Light Breeze
7362,2011-11-08,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,11,455,466,Morning,Too Moist,Light Breeze
7363,2011-11-08,4,0,11,9,0,2,1,1,0.36,0.3788,0.87,0.0,14,177,191,Morning,Too Moist,Calm
7364,2011-11-08,4,0,11,10,0,2,1,1,0.42,0.4242,0.71,0.0896,25,104,129,Morning,Too Moist,Light Breeze
7365,2011-11-08,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1343,21,126,147,Morning,Ideal,Light Breeze
7366,2011-11-08,4,0,11,12,0,2,1,1,0.52,0.5,0.52,0.1343,28,175,203,Afternoon,Ideal,Light Breeze
7367,2011-11-08,4,0,11,13,0,2,1,1,0.54,0.5152,0.49,0.1642,31,165,196,Afternoon,Ideal,Light Breeze
7368,2011-11-08,4,0,11,14,0,2,1,1,0.56,0.5303,0.46,0.1045,32,129,161,Afternoon,Ideal,Light Breeze
7369,2011-11-08,4,0,11,15,0,2,1,1,0.58,0.5455,0.46,0.1045,33,155,188,Afternoon,Ideal,Light Breeze
7370,2011-11-08,4,0,11,16,0,2,1,1,0.56,0.5303,0.46,0.1343,39,250,289,Afternoon,Ideal,Light Breeze
7371,2011-11-08,4,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,40,459,499,Afternoon,Too Dry,Light Breeze
7372,2011-11-08,4,0,11,18,0,2,1,1,0.48,0.4697,0.55,0.1343,30,432,462,Evening,Ideal,Light Breeze
7373,2011-11-08,4,0,11,19,0,2,1,1,0.46,0.4545,0.59,0.0,14,264,278,Evening,Ideal,Calm
7374,2011-11-08,4,0,11,20,0,2,1,1,0.4,0.4091,0.76,0.0,12,169,181,Evening,Too Moist,Calm
7375,2011-11-08,4,0,11,21,0,2,1,1,0.4,0.4091,0.76,0.0,16,166,182,Evening,Too Moist,Calm
7376,2011-11-08,4,0,11,22,0,2,1,1,0.36,0.3788,0.87,0.0,13,95,108,Evening,Too Moist,Calm
7377,2011-11-08,4,0,11,23,0,2,1,1,0.36,0.3788,0.81,0.0,3,45,48,Evening,Too Moist,Calm
7378,2011-11-09,4,0,11,0,0,3,1,1,0.36,0.3788,0.87,0.0,0,13,13,Night,Too Moist,Calm
7379,2011-11-09,4,0,11,1,0,3,1,1,0.34,0.3636,0.87,0.0,0,10,10,Night,Too Moist,Calm
7380,2011-11-09,4,0,11,2,0,3,1,1,0.32,0.3485,0.93,0.0,0,5,5,Night,Too Moist,Calm
7381,2011-11-09,4,0,11,3,0,3,1,1,0.32,0.3485,0.93,0.0,0,4,4,Night,Too Moist,Calm
7382,2011-11-09,4,0,11,4,0,3,1,1,0.32,0.3485,0.87,0.0,0,4,4,Night,Too Moist,Calm
7383,2011-11-09,4,0,11,5,0,3,1,1,0.3,0.3333,0.87,0.0,0,28,28,Night,Too Moist,Calm
7384,2011-11-09,4,0,11,6,0,3,1,1,0.3,0.3333,0.87,0.0,0,98,98,Morning,Too Moist,Calm
7385,2011-11-09,4,0,11,7,0,3,1,1,0.3,0.3333,0.87,0.0,0,300,300,Morning,Too Moist,Calm
7386,2011-11-09,4,0,11,8,0,3,1,1,0.32,0.3485,0.93,0.0,19,437,456,Morning,Too Moist,Calm
7387,2011-11-09,4,0,11,9,0,3,1,1,0.34,0.3636,0.93,0.0,22,197,219,Morning,Too Moist,Calm
7388,2011-11-09,4,0,11,10,0,3,1,1,0.4,0.4091,0.76,0.1045,16,89,105,Morning,Too Moist,Light Breeze
7389,2011-11-09,4,0,11,11,0,3,1,1,0.46,0.4545,0.67,0.1642,21,131,152,Morning,Too Moist,Light Breeze
7390,2011-11-09,4,0,11,12,0,3,1,1,0.5,0.4848,0.51,0.1642,24,156,180,Afternoon,Ideal,Light Breeze
7391,2011-11-09,4,0,11,13,0,3,1,1,0.5,0.4848,0.51,0.1642,31,136,167,Afternoon,Ideal,Light Breeze
7392,2011-11-09,4,0,11,14,0,3,1,1,0.52,0.5,0.48,0.1642,26,153,179,Afternoon,Ideal,Light Breeze
7393,2011-11-09,4,0,11,15,0,3,1,1,0.52,0.5,0.45,0.2239,21,130,151,Afternoon,Ideal,Gentle Breeze
7394,2011-11-09,4,0,11,16,0,3,1,1,0.52,0.5,0.48,0.194,24,257,281,Afternoon,Ideal,Gentle Breeze
7395,2011-11-09,4,0,11,17,0,3,1,1,0.46,0.4545,0.63,0.1045,27,458,485,Afternoon,Ideal,Light Breeze
7396,2011-11-09,4,0,11,18,0,3,1,1,0.44,0.4394,0.67,0.1045,21,387,408,Evening,Too Moist,Light Breeze
7397,2011-11-09,4,0,11,19,0,3,1,1,0.44,0.4394,0.72,0.1045,12,292,304,Evening,Too Moist,Light Breeze
7398,2011-11-09,4,0,11,20,0,3,1,1,0.44,0.4394,0.77,0.0,18,201,219,Evening,Too Moist,Calm
7399,2011-11-09,4,0,11,21,0,3,1,1,0.4,0.4091,0.87,0.0,9,152,161,Evening,Too Moist,Calm
7400,2011-11-09,4,0,11,22,0,3,1,1,0.4,0.4091,0.87,0.0,9,105,114,Evening,Too Moist,Calm
7401,2011-11-09,4,0,11,23,0,3,1,1,0.38,0.3939,0.87,0.0,5,61,66,Evening,Too Moist,Calm
7402,2011-11-10,4,0,11,0,0,4,1,1,0.4,0.4091,0.87,0.0,0,24,24,Night,Too Moist,Calm
7403,2011-11-10,4,0,11,1,0,4,1,2,0.4,0.4091,0.87,0.0,1,10,11,Night,Too Moist,Calm
7404,2011-11-10,4,0,11,2,0,4,1,2,0.38,0.3939,0.94,0.0,0,5,5,Night,Too Moist,Calm
7405,2011-11-10,4,0,11,3,0,4,1,1,0.38,0.3939,0.94,0.0896,0,11,11,Night,Too Moist,Light Breeze
7406,2011-11-10,4,0,11,4,0,4,1,1,0.38,0.3939,0.94,0.0896,1,2,3,Night,Too Moist,Light Breeze
